index,x,y,z,yaw,distance
163,163,0.00,0.00,0.00,0.00
164,164,0.00,0.00,0.00,0.00
165,165,0.00,0.00,0.00,0.00
166,166,0.00,0.00,0.00,0.00
167,167,0.00,0.00,0.00,0.00
168,168,0.00,0.00,0.00,0.00
169,169,0.00,0.00,0.00,0.00
170,170,0.00,0.00,0.00,0.00
171,171,0.00,0.00,0.00,0.00
172,172,0.00,0.00,0.00,0.00
173,173,0.00,0.00,0.00,0.00
174,174,0.00,0.00,0.00,0.00
175,175,0.00,0.00,0.00,0.00
176,176,0.00,0.00,0.00,0.00
177,177,0.00,0.00,0.00,0.00
178,178,0.00,0.00,0.00,0.00
179,179,0.00,0.00,0.00,0.00
180,180,0.00,0.00,0.00,0.00
181,181,0.00,0.00,0.00,0.00
182,182,0.00,0.00,0.00,0.00
183,183,0.00,0.00,0.00,0.00
184,184,0.00,0.00,0.00,0.00
185,185,0.00,0.00,0.00,0.00
186,186,0.00,0.00,0.00,0.00
187,187,0.00,0.00,0.00,0.00
188,188,0.00,0.00,0.00,0.00
189,189,0.00,0.00,0.00,0.00
190,190,0.00,0.00,0.00,0.00
191,191,0.00,0.00,0.00,0.00
192,192,0.00,0.00,0.00,0.00
193,193,0.00,0.00,0.00,0.00
194,194,0.00,0.00,0.00,0.00
195,195,0.00,0.00,0.00,0.00
196,196,0.00,0.00,0.00,0.00
197,197,0.00,0.00,0.00,0.00
198,198,0.00,0.00,0.00,0.00
199,199,0.00,0.00,0.00,0.00
200,200,0.00,0.00,0.00,0.00
201,201,0.00,0.00,0.00,0.00
202,202,0.00,0.00,0.00,0.00
203,203,0.00,0.00,0.00,0.00
204,204,0.00,0.00,0.00,0.00
205,205,0.00,0.00,0.00,0.00
206,206,0.00,0.00,0.00,0.00
207,207,0.00,0.00,0.00,0.00
208,208,0.00,0.00,0.00,0.00
209,209,0.00,0.00,0.00,0.00
210,210,0.00,0.00,0.00,0.00
211,211,0.00,0.00,0.00,0.00
212,212,0.00,0.00,0.00,0.00
213,213,0.00,0.00,0.00,0.00
214,214,0.00,0.00,0.00,0.00
215,215,0.00,0.00,0.00,0.00
216,216,0.00,0.00,0.00,0.00
217,217,0.00,0.00,0.00,0.00
218,218,0.00,0.00,0.00,0.00
219,219,0.00,0.00,0.00,0.00
220,220,0.00,0.00,0.00,0.00
221,221,0.00,0.00,0.00,0.00
222,222,0.00,0.00,0.00,0.00
223,223,0.00,0.00,0.00,0.00
224,224,0.00,0.00,0.00,0.00
225,225,0.00,0.00,0.00,0.00
226,226,0.00,0.00,0.00,0.00
227,227,0.00,0.00,0.00,0.00
228,228,0.00,0.00,0.00,0.00
229,229,0.00,0.00,0.00,0.00
230,230,0.00,0.00,0.00,0.00
231,231,0.00,0.00,0.00,0.00
232,232,0.00,0.00,0.00,0.00
233,233,0.00,0.00,0.00,0.00
234,234,0.00,0.00,0.00,0.00
235,235,0.00,0.00,0.00,0.00
236,236,0.00,0.00,0.00,0.00
237,237,0.00,0.00,0.00,0.00
238,238,0.00,0.00,0.00,0.00
239,239,0.00,0.00,0.00,0.00
240,240,0.00,0.00,0.00,0.00
241,241,0.00,0.00,0.00,0.00
242,242,0.00,0.00,0.00,0.00
243,243,0.00,0.00,0.00,0.00
244,244,0.00,0.00,0.00,0.00
245,245,0.00,0.00,0.00,0.00
246,246,0.00,0.00,0.00,0.00
247,247,0.00,0.00,0.00,0.00
248,248,0.00,0.00,0.00,0.00
249,249,0.00,0.00,0.00,0.00
250,250,0.00,0.00,0.00,0.00
251,251,0.00,0.00,0.00,0.00
252,252,0.00,0.00,0.00,0.00
253,253,0.00,0.00,0.00,0.00
254,254,0.00,0.00,0.00,0.00
255,255,0.00,0.00,0.00,0.00
256,256,0.00,0.00,0.00,0.00
257,257,0.00,0.00,0.00,0.00
258,258,0.00,0.00,0.00,0.00
259,259,0.00,0.00,0.00,0.00
260,260,0.00,0.00,0.00,0.00
261,261,0.00,0.00,0.00,0.00
262,262,0.00,0.00,0.00,0.00
263,263,0.00,0.00,0.00,0.00
264,264,0.00,0.00,0.00,0.00
265,265,0.00,0.00,0.00,0.00
266,266,0.00,0.00,0.00,0.00
267,267,0.00,0.00,0.00,0.00
268,268,0.00,0.00,0.00,0.00
269,269,0.00,0.00,0.00,0.00
270,270,0.00,0.00,0.00,0.00
271,271,0.00,0.00,0.00,0.00
272,272,0.00,0.00,0.00,0.00
273,273,0.00,0.00,0.00,0.00
274,274,0.00,0.00,0.00,0.00
275,275,0.00,0.00,0.00,0.00
276,276,0.00,0.00,0.00,0.00
277,277,0.00,0.00,0.00,0.00
278,278,0.00,0.00,0.00,0.00
279,279,0.00,0.00,0.00,0.00
280,280,0.00,0.00,0.00,0.00
281,281,0.00,0.00,0.00,0.00
282,282,0.00,0.00,0.00,0.00
283,283,0.00,0.00,0.00,0.00
284,284,0.00,0.00,0.00,0.00
285,285,0.00,0.00,0.00,0.00
286,286,0.00,0.00,0.00,0.00
287,287,0.00,0.00,0.00,0.00
288,288,0.00,0.00,0.00,0.00
289,289,0.00,0.00,0.00,0.00
290,290,0.00,0.00,0.00,0.00
291,291,0.00,0.00,0.00,0.00
292,292,0.00,0.00,0.00,0.00
293,293,0.00,0.00,0.00,0.00
294,294,0.00,0.00,0.00,0.00
295,295,0.00,0.00,0.00,0.00
296,296,0.00,0.00,0.00,0.00
297,297,0.00,0.00,0.00,0.00
298,298,0.00,0.00,0.00,0.00
299,299,0.00,0.00,0.00,0.00
300,300,0.00,0.00,0.00,0.00
301,301,0.00,0.00,0.00,0.00
302,302,0.00,0.00,0.00,0.00
303,303,0.00,0.00,0.00,0.00
304,304,0.00,0.00,0.00,0.00
305,305,0.00,0.00,0.00,0.00
306,306,0.00,0.00,0.00,0.00
307,307,0.00,0.00,0.00,0.00
308,308,0.00,0.00,0.00,0.00
309,309,0.00,0.00,0.00,0.00
310,310,0.00,0.00,0.00,0.00
311,311,0.00,0.00,0.00,0.00
312,312,0.00,0.00,0.00,0.00
313,313,0.00,0.00,0.00,0.00
314,314,0.00,0.00,0.00,0.00
315,315,0.00,0.00,0.00,0.00
316,316,0.00,0.00,0.00,0.00
317,317,0.00,0.00,0.00,0.00
318,318,0.00,0.00,0.00,0.00
319,319,0.00,0.00,0.00,0.00
320,320,0.00,0.00,0.00,0.00
321,321,0.00,0.00,0.00,0.00
322,322,0.00,0.00,0.00,0.00
323,323,0.00,0.00,0.00,0.00
324,324,0.00,0.00,0.00,0.00
325,325,0.00,0.00,0.00,0.00
326,326,0.00,0.00,0.00,0.00
327,327,0.00,0.00,0.00,0.00
328,328,0.00,0.00,0.00,0.00
329,329,0.00,0.00,0.00,0.00
330,330,0.00,0.00,0.00,0.00
331,331,0.00,0.00,0.00,0.00
332,332,0.00,0.00,0.00,0.00
333,333,0.00,0.00,0.00,0.00
334,334,0.00,0.00,0.00,0.00
335,335,0.00,0.00,0.00,0.00
336,336,0.00,0.00,0.00,0.00
337,337,0.00,0.00,0.00,0.00
338,338,0.00,0.00,0.00,0.00
339,339,0.00,0.00,0.00,0.00
340,340,0.00,0.00,0.00,0.00
341,341,0.00,0.00,0.00,0.00
342,342,0.00,0.00,0.00,0.00
343,343,0.00,0.00,0.00,0.00
344,344,0.00,0.00,0.00,0.00
345,345,0.00,0.00,0.00,0.00
346,346,0.00,0.00,0.00,0.00
347,347,0.00,0.00,0.00,0.00
348,348,0.00,0.00,0.00,0.00
349,349,0.00,0.00,0.00,0.00
350,350,0.00,0.00,0.00,0.00
351,351,0.00,0.00,0.00,0.00
352,352,0.00,0.00,0.00,0.00
353,353,0.00,0.00,0.00,0.00
354,354,0.00,0.00,0.00,0.00
355,355,0.00,0.00,0.00,0.00
356,356,0.00,0.00,0.00,0.00
357,357,0.00,0.00,0.00,0.00
358,358,0.00,0.00,0.00,0.00
359,359,0.00,0.00,0.00,0.00
360,360,0.00,0.00,0.00,0.00
361,361,0.00,0.00,0.00,0.00
362,362,0.00,0.00,0.00,0.00
363,363,0.00,0.00,0.00,0.00
364,364,0.00,0.00,0.00,0.00
365,365,0.00,0.00,0.00,0.00
366,366,0.00,0.00,0.00,0.00
367,367,0.00,0.00,0.00,0.00
368,368,0.00,0.00,0.00,0.00
369,369,0.00,0.00,0.00,0.00
370,370,0.00,0.00,0.00,0.00
371,371,0.00,0.00,0.00,0.00
372,372,0.00,0.00,0.00,0.00
373,373,0.00,0.00,0.00,0.00
374,374,0.00,0.00,0.00,0.00
375,375,0.00,0.00,0.00,0.00
376,376,0.00,0.00,0.00,0.00
377,377,0.00,0.00,0.00,0.00
378,378,0.00,0.00,0.00,0.00
379,379,0.00,0.00,0.00,0.00
380,380,0.00,0.00,0.00,0.00
381,381,0.00,0.00,0.00,0.00
382,382,0.00,0.00,0.00,0.00
383,383,0.00,0.00,0.00,0.00
384,384,0.00,0.00,0.00,0.00
385,385,0.00,0.00,0.00,0.00
386,386,0.00,0.00,0.00,0.00
387,387,0.00,0.00,0.00,0.00
388,388,0.00,0.00,0.00,0.00
389,389,0.00,0.00,0.00,0.00
390,390,0.00,0.00,0.00,0.00
391,391,0.00,0.00,0.00,0.00
392,392,0.00,0.00,0.00,0.00
393,393,0.00,0.00,0.00,0.00
394,394,0.00,0.00,0.00,0.00
395,395,0.00,0.00,0.00,0.00
396,396,0.00,0.00,0.00,0.00
397,397,0.00,0.00,0.00,0.00
398,398,0.00,0.00,0.00,0.00
399,399,0.00,0.00,0.00,0.00
400,400,0.00,0.00,0.00,0.00
401,401,0.00,0.00,0.00,0.00
402,402,0.00,0.00,0.00,0.00
403,403,0.00,0.00,0.00,0.00
404,404,0.00,0.00,0.00,0.00
405,405,0.00,0.00,0.00,0.00
406,406,0.00,0.00,0.00,0.00
407,407,0.00,0.00,0.00,0.00
408,408,0.00,0.00,0.00,0.00
409,409,0.00,0.00,0.00,0.00
410,410,0.00,0.00,0.00,0.00
411,411,0.00,0.00,0.00,0.00
412,412,0.00,0.00,0.00,0.00
413,413,0.00,0.00,0.00,0.00
414,414,0.00,0.00,0.00,0.00
415,415,0.00,0.00,0.00,0.00
416,416,0.00,0.00,0.00,0.00
417,417,0.00,0.00,0.00,0.00
418,418,0.00,0.00,0.00,0.00
419,419,0.00,0.00,0.00,0.00
420,420,0.00,0.00,0.00,0.00
421,421,0.00,0.00,0.00,0.00
422,422,0.00,0.00,0.00,0.00
423,423,0.00,0.00,0.00,0.00
424,424,0.00,0.00,0.00,0.00
425,425,0.00,0.00,0.00,0.00
426,426,0.00,0.00,0.00,0.00
427,427,0.00,0.00,0.00,0.00
428,428,0.00,0.00,0.00,0.00
429,429,0.00,0.00,0.00,0.00
430,430,0.00,0.00,0.00,0.00
431,431,0.00,0.00,0.00,0.00
432,432,0.00,0.00,0.00,0.00
433,433,0.00,0.00,0.00,0.00
434,434,0.00,0.00,0.00,0.00
435,435,0.00,0.00,0.00,0.00
436,436,0.00,0.00,0.00,0.00
437,437,0.00,0.00,0.00,0.00
438,438,0.00,0.00,0.00,0.00
439,439,0.00,0.00,0.00,0.00
440,440,0.00,0.00,0.00,0.00
441,441,0.00,0.00,0.00,0.00
442,442,0.00,0.00,0.00,0.00
443,443,0.00,0.00,0.00,0.00
444,444,0.00,0.00,0.00,0.00
445,445,0.00,0.00,0.00,0.00
446,446,0.00,0.00,0.00,0.00
447,447,0.00,0.00,0.00,0.00
448,448,0.00,0.00,0.00,0.00
449,449,0.00,0.00,0.00,0.00
450,450,0.00,0.00,0.00,0.00
451,451,0.00,0.00,0.00,0.00
452,452,0.00,0.00,0.00,0.00
453,453,0.00,0.00,0.00,0.00
454,454,0.00,0.00,0.00,0.00
455,455,0.00,0.00,0.00,0.00
456,456,0.00,0.00,0.00,0.00
457,457,0.00,0.00,0.00,0.00
458,458,0.00,0.00,0.00,0.00
459,459,0.00,0.00,0.00,0.00
460,460,0.00,0.00,0.00,0.00
461,461,0.00,0.00,0.00,0.00
462,462,0.00,0.00,0.00,0.00
463,463,0.00,0.00,0.00,0.00
464,464,0.00,0.00,0.00,0.00
465,465,0.00,0.00,0.00,0.00
466,466,0.00,0.00,0.00,0.00
467,467,0.00,0.00,0.00,0.00
468,468,0.00,0.00,0.00,0.00
469,469,0.00,0.00,0.00,0.00
470,470,0.00,0.00,0.00,0.00
471,471,0.00,0.00,0.00,0.00
472,472,0.00,0.00,0.00,0.00
473,473,0.00,0.00,0.00,0.00
474,474,0.00,0.00,0.00,0.00
475,475,0.00,0.00,0.00,0.00
476,476,0.00,0.00,0.00,0.00
477,477,0.00,0.00,0.00,0.00
478,478,0.00,0.00,0.00,0.00
479,479,0.00,0.00,0.00,0.00
480,480,0.00,0.00,0.00,0.00
481,481,0.00,0.00,0.00,0.00
482,482,0.00,0.00,0.00,0.00
483,483,0.00,0.00,0.00,0.00
484,484,0.00,0.00,0.00,0.00
485,485,0.00,0.00,0.00,0.00
486,486,0.00,0.00,0.00,0.00
487,487,0.00,0.00,0.00,0.00
488,488,0.00,0.00,0.00,0.00
489,489,0.00,0.00,0.00,0.00
490,490,0.00,0.00,0.00,0.00
491,491,0.00,0.00,0.00,0.00
492,492,0.00,0.00,0.00,0.00
493,493,0.00,0.00,0.00,0.00
494,494,0.00,0.00,0.00,0.00
495,495,0.00,0.00,0.00,0.00
496,496,0.00,0.00,0.00,0.00
497,497,0.00,0.00,0.00,0.00
498,498,0.00,0.00,0.00,0.00
499,499,0.00,0.00,0.00,0.00
500,500,0.00,0.00,0.00,0.00
501,501,0.00,0.00,0.00,0.00
502,502,0.00,0.00,0.00,0.00
503,503,0.00,0.00,0.00,0.00
504,504,0.00,0.00,0.00,0.00
505,505,0.00,0.00,0.00,0.00
506,506,0.00,0.00,0.00,0.00
507,507,0.00,0.00,0.00,0.00
508,508,0.00,0.00,0.00,0.00
509,509,0.00,0.00,0.00,0.00
510,510,0.00,0.00,0.00,0.00
511,511,0.00,0.00,0.00,0.00
512,512,0.00,0.00,0.00,0.00
513,513,0.00,0.00,0.00,0.00
514,514,0.00,0.00,0.00,0.00
515,515,0.00,0.00,0.00,0.00
516,516,0.00,0.00,0.00,0.00
517,517,0.00,0.00,0.00,0.00
518,518,0.00,0.00,0.00,0.00
519,519,0.00,0.00,0.00,0.00
520,520,0.00,0.00,0.00,0.00
521,521,0.00,0.00,0.00,0.00
522,522,0.00,0.00,0.00,0.00
523,523,0.00,0.00,0.00,0.00
524,524,0.00,0.00,0.00,0.00
525,525,0.00,0.00,0.00,0.00
526,526,0.00,0.00,0.00,0.00
527,527,0.00,0.00,0.00,0.00
528,528,0.00,0.00,0.00,0.00
529,529,0.00,0.00,0.00,0.00
530,530,0.00,0.00,0.00,0.00
531,531,0.00,0.00,0.00,0.00
532,532,0.00,0.00,0.00,0.00
533,533,0.00,0.00,0.00,0.00
534,534,0.00,0.00,0.00,0.00
535,535,0.00,0.00,0.00,0.00
536,536,0.00,0.00,0.00,0.00
537,537,0.00,0.00,0.00,0.00
538,538,0.00,0.00,0.00,0.00
539,539,0.00,0.00,0.00,0.00
540,540,0.00,0.00,0.00,0.00
541,541,0.00,0.00,0.00,0.00
542,542,0.00,0.00,0.00,0.00
543,543,0.00,0.00,0.00,0.00
544,544,0.00,0.00,0.00,0.00
545,545,0.00,0.00,0.00,0.00
546,546,0.00,0.00,0.00,0.00
547,547,0.00,0.00,0.00,0.00
548,548,0.00,0.00,0.00,0.00
549,549,0.00,0.00,0.00,0.00
550,550,0.00,0.00,0.00,0.00
551,551,0.00,0.00,0.00,0.00
552,552,0.00,0.00,0.00,0.00
553,553,0.00,0.00,0.00,0.00
554,554,0.00,0.00,0.00,0.00
555,555,0.00,0.00,0.00,0.00
556,556,0.00,0.00,0.00,0.00
557,557,0.00,0.00,0.00,0.00
558,558,0.00,0.00,0.00,0.00
559,559,0.00,0.00,0.00,0.00
560,560,0.00,0.00,0.00,0.00
561,561,0.00,0.00,0.00,0.00
562,562,0.00,0.00,0.00,0.00
563,563,0.00,0.00,0.00,0.00
564,564,0.00,0.00,0.00,0.00
565,565,0.00,0.00,0.00,0.00
566,566,0.00,0.00,0.00,0.00
567,567,0.00,0.00,0.00,0.00
568,568,0.00,0.00,0.00,0.00
569,569,0.00,0.00,0.00,0.00
570,570,0.00,0.00,0.00,0.00
571,571,0.00,0.00,0.00,0.00
572,572,0.00,0.00,0.00,0.00
573,573,0.00,0.00,0.00,0.00
574,574,0.00,0.00,0.00,0.00
575,575,0.00,0.00,0.00,0.00
576,576,0.00,0.00,0.00,0.00
577,577,0.00,0.00,0.00,0.00
578,578,0.00,0.00,0.00,0.00
579,579,0.00,0.00,0.00,0.00
580,580,0.00,0.00,0.00,0.00
581,581,0.00,0.00,0.00,0.00
582,582,0.00,0.00,0.00,0.00
583,583,0.00,0.00,0.00,0.00
584,584,0.00,0.00,0.00,0.00
585,585,0.00,0.00,0.00,0.00
586,586,0.00,0.00,0.00,0.00
587,587,0.00,0.00,0.00,0.00
588,588,0.00,0.00,0.00,0.00
589,589,0.00,0.00,0.00,0.00
590,590,0.00,0.00,0.00,0.00
591,591,0.00,0.00,0.00,0.00
592,592,0.00,0.00,0.00,0.00
593,593,0.00,0.00,0.00,0.00
594,594,0.00,0.00,0.00,0.00
595,595,0.00,0.00,0.00,0.00
596,596,0.00,0.00,0.00,0.00
597,597,0.00,0.00,0.00,0.00
598,598,0.00,0.00,0.00,0.00
599,599,0.00,0.00,0.00,0.00
600,600,0.00,0.00,0.00,0.00
601,601,0.00,0.00,0.00,0.00
602,602,0.00,0.00,0.00,0.00
603,603,0.00,0.00,0.00,0.00
604,604,0.00,0.00,0.00,0.00
605,605,0.00,0.00,0.00,0.00
606,606,0.00,0.00,0.00,0.00
607,607,0.00,0.00,0.00,0.00
608,608,0.00,0.00,0.00,0.00
609,609,0.00,0.00,0.00,0.00
610,610,0.00,0.00,0.00,0.00
611,611,0.00,0.00,0.00,0.00
612,612,0.00,0.00,0.00,0.00
613,613,0.00,0.00,0.00,0.00
614,614,0.00,0.00,0.00,0.00
615,615,0.00,0.00,0.00,0.00
616,616,0.00,0.00,0.00,0.00
617,617,0.00,0.00,0.00,0.00
618,618,0.00,0.00,0.00,0.00
619,619,0.00,0.00,0.00,0.00
620,620,0.00,0.00,0.00,0.00
621,621,0.00,0.00,0.00,0.00
622,622,0.00,0.00,0.00,0.00
623,623,0.00,0.00,0.00,0.00
624,624,0.00,0.00,0.00,0.00
625,625,0.00,0.00,0.00,0.00
626,626,0.00,0.00,0.00,0.00
627,627,0.00,0.00,0.00,0.00
628,628,0.00,0.00,0.00,0.00
629,629,0.00,0.00,0.00,0.00
630,630,0.00,0.00,0.00,0.00
631,631,0.00,0.00,0.00,0.00
632,632,0.00,0.00,0.00,0.00
633,633,0.00,0.00,0.00,0.00
634,634,0.00,0.00,0.00,0.00
635,635,0.00,0.00,0.00,0.00
636,636,0.00,0.00,0.00,0.00
637,637,0.00,0.00,0.00,0.00
638,638,0.00,0.00,0.00,0.00
639,639,0.00,0.00,0.00,0.00
640,640,0.00,0.00,0.00,0.00
641,641,0.00,0.00,0.00,0.00
642,642,0.00,0.00,0.00,0.00
643,643,0.00,0.00,0.00,0.00
644,644,0.00,0.00,0.00,0.00
645,645,0.00,0.00,0.00,0.00
646,646,0.00,0.00,0.00,0.00
647,647,0.00,0.00,0.00,0.00
648,648,0.00,0.00,0.00,0.00
649,649,0.00,0.00,0.00,0.00
650,650,0.00,0.00,0.00,0.00
651,651,0.00,0.00,0.00,0.00
652,652,0.00,0.00,0.00,0.00
653,653,0.00,0.00,0.00,0.00
654,654,0.00,0.00,0.00,0.00
655,655,0.00,0.00,0.00,0.00
656,656,0.00,0.00,0.00,0.00
657,657,0.00,0.00,0.00,0.00
658,658,0.00,0.00,0.00,0.00
659,659,0.00,0.00,0.00,0.00
660,660,0.00,0.00,0.00,0.00
661,661,0.00,0.00,0.00,0.00
662,662,0.00,0.00,0.00,0.00
663,663,0.00,0.00,0.00,0.00
664,664,0.00,0.00,0.00,0.00
665,665,0.00,0.00,0.00,0.00
666,666,0.00,0.00,0.00,0.00
667,667,0.00,0.00,0.00,0.00
668,668,0.00,0.00,0.00,0.00
669,669,0.00,0.00,0.00,0.00
670,670,0.00,0.00,0.00,0.00
671,671,0.00,0.00,0.00,0.00
672,672,0.00,0.00,0.00,0.00
673,673,0.00,0.00,0.00,0.00
674,674,0.00,0.00,0.00,0.00
675,675,0.00,0.00,0.00,0.00
676,676,0.00,0.00,0.00,0.00
677,677,0.00,0.00,0.00,0.00
678,678,0.00,0.00,0.00,0.00
679,679,0.00,0.00,0.00,0.00
680,680,0.00,0.00,0.00,0.00
681,681,0.00,0.00,0.00,0.00
682,682,0.00,0.00,0.00,0.00
683,683,0.00,0.00,0.00,0.00
684,684,0.00,0.00,0.00,0.00
685,685,0.00,0.00,0.00,0.00
686,686,0.00,0.00,0.00,0.00
687,687,0.00,0.00,0.00,0.00
688,688,0.00,0.00,0.00,0.00
689,689,0.00,0.00,0.00,0.00
690,690,0.00,0.00,0.00,0.00
691,691,0.00,0.00,0.00,0.00
692,692,0.00,0.00,0.00,0.00
693,693,0.00,0.00,0.00,0.00
694,694,0.00,0.00,0.00,0.00
695,695,0.00,0.00,0.00,0.00
696,696,0.00,0.00,0.00,0.00
697,697,0.00,0.00,0.00,0.00
